"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"ERF","ELANOR RETAIL PROPERTY FUND","2016-11-09","Real Estate",137740838
"ERG","ENECO REFRESH LTD","2006-03-29","Food, Beverage & Tobacco",9804900
"ERL","EMPIRE RESOURCES LIMITED","2007-02-01","Materials",10905000
"ERM","EMMERSON RESOURCES LIMITED","2007-12-17","Materials",33880217
"ERW","ERRAWARRA RESOURCES LTD","2020-12-14","Materials",9574376
"ESE","ESENSE-LAB LTD","2017-02-14","Pharmaceuticals, Biotechnology & Life Sciences","N/A"
"ESH","ESPORTS MOGUL LIMITED","2011-10-19","Media & Entertainment",23057794
"ESK","ETHERSTACK PLC","2012-09-07","Software & Services",80711291
"ESR","ESTRELLA RESOURCES LIMITED","2012-05-09","Materials",52291968
"ESS","ESSENTIAL METALS LIMITED","2003-12-04","Materials",26106249
"ETT","EAST 33 LIMITED.",,"Class Pend",0
"EUR","EUROPEAN LITHIUM LIMITED","2010-12-02","Materials",50432523
"EVE","EVE INVESTMENTS LIMITED","2004-04-08","Diversified Financials",19215709
"EVN","EVOLUTION MINING LIMITED","2002-08-20","Materials",6954275036
"EVO","EVOLVE EDUCATION GROUP LIMITED","2014-12-05","Consumer Services",118864366
"EVS","ENVIROSUITE LIMITED","2008-02-11","Software & Services",125360140
"EVT","EVENT HOSPITALITY AND ENTERTAINMENT LTD","1962-06-30","Media & Entertainment",1863420223
"EVZ","EVZ LIMITED","1985-04-26","Capital Goods",13936926
"EWC","ENERGY WORLD CORPORATION LTD","1988-12-08","Utilities",203434506
"EX1","EXOPHARM LIMITED","2018-12-18","Pharmaceuticals, Biotechnology & Life Sciences",72265172
"EXL","ELIXINOL WELLNESS LIMITED","2018-01-08","Household & Personal Products",37807578
"EXO","ENNOX GROUP LTD","2007-05-18","Diversified Financials","N/A"
"EXP","EXPERIENCE CO LIMITED","2015-03-27","Consumer Services",158406374
"EXR","ELIXIR ENERGY LIMITED","2004-07-19","Energy",200478010
"EYE","NOVA EYE MEDICAL LIMITED","1987-10-12","Health Care Equipment & Services",43105841
"EZL","EUROZ LIMITED","1971-08-02","Diversified Financials",329448364
"EZZ","EZZ LIFE SCIENCE HOLDINGS LIMITED","2021-03-03","Retailing",17220000
"FAR","FAR LIMITED","1986-01-23","Energy","N/A"
"FAU","FIRST AU LIMITED","1970-01-01","Materials",6760916
"FBR","FBR LTD","2001-02-08","Capital Goods",94883116
"FBU","FLETCHER BUILDING LIMITED","2001-03-26","Materials",5592045249
"FCL","FINEOS CORPORATION HOLDINGS PLC","2019-08-16","Software & Services",1185589069
"FCT","FIRSTWAVE CLOUD TECHNOLOGY LIMITED","2011-05-11","Software & Services",50916298
"FDM","FREEDOM OIL AND GAS LTD","2010-09-08","Energy","N/A"
"FDV","FRONTIER DIGITAL VENTURES LIMITED","2016-08-26","Media & Entertainment",509321546
"FE8","FASTER ENTERPRISES LTD","2016-11-21","Real Estate","N/A"
"FEI","FE INVESTMENTS GROUP LIMITED","2004-11-11","Diversified Financials","N/A"
"FEL","FE LIMITED","2005-10-13","Materials",58795382
"FEX","FENIX RESOURCES LTD","2008-08-04","Materials",193607707
"FFC","FARMAFORCE LIMITED","2015-10-27","Health Care Equipment & Services",8755626
"FFF","FORBIDDEN FOODS LIMITED","2020-08-31","Food, Beverage & Tobacco",18375245
"FFG","FATFISH GROUP LIMITED","1995-11-23","Diversified Financials",62158208
"FFI","FFI HOLDINGS LIMITED","1987-01-15","Food, Beverage & Tobacco",76398606
"FFR","FIREFLY RESOURCES LIMITED","2006-12-14","Materials",33807348
"FFT","FUTURE FIRST TECHNOLOGIES LTD","2013-12-02","Commercial & Professional Services",22997833
"FFX","FIREFINCH LIMITED","2006-12-06","Materials",363879122
"FG1","FLYNN GOLD LIMITED","2021-06-17","Materials",16164152
"FGG","FUTURE GENERATION GLOBAL INVESTMENT COMPANY LIMITED","2015-09-10","Not Applic",618891692
"FGL","FRUGL GROUP LIMITED","2004-08-10","Software & Services",9540000
"FGO","FARGO ENTERPRISES LIMITED","1986-07-03","Software & Services",5928784
"FGR","FIRST GRAPHENE LIMITED","1994-08-08","Materials",134095071
"FGX","FUTURE GENERATION INVESTMENT COMPANY LIMITED","1997-03-06","Not Applic",555739208
"FHS","FREEHILL MINING LIMITED.","2017-01-16","Materials",61247756
"FID","FIDUCIAN GROUP LIMITED","2015-02-09","Diversified Financials",222928197
"FIJ","FIJI KAVA LIMITED","2018-12-20","Household & Personal Products",14295186
"FIN","FIN RESOURCES LIMITED","1989-11-02","Materials",20001466
"FLC","FLUENCE CORPORATION LIMITED","2007-12-18","Capital Goods",112473726
"FLN","FREELANCER LIMITED","2013-11-15","Commercial & Professional Services",452516636
"FLT","FLIGHT CENTRE TRAVEL GROUP LIMITED","1995-12-01","Consumer Services",2892532138
"FLX","FELIX GROUP HOLDINGS LTD","2021-01-12","Software & Services",35879136
"FME","FUTURE METALS NL","2007-08-16","Energy",62737413
"FMG","FORTESCUE METALS GROUP LTD","1987-03-19","Materials",77867022776
"FML","FOCUS MINERALS LTD","2000-09-13","Materials",48428370
"FMS","FLINDERS MINES LIMITED","2002-02-20","Materials",160406148
"FNP","FREEDOM FOODS GROUP LIMITED","1985-11-07","Food, Beverage & Tobacco",101144901
"FNT","FRONTIER RESOURCES LIMITED","2003-04-09","Materials",7336529
"FNX","FINEXIA FINANCIAL GROUP LIMITED","2006-12-21","Diversified Financials",10751056
"FOD","THE FOOD REVOLUTION GROUP LIMITED","2012-06-29","Food, Beverage & Tobacco",27456088
"FOR","FORAGER AUSTRALIAN SHARES FUND","2016-12-16","Not Applic",191171682
"FOS","FOS CAPITAL LTD","2021-06-07","Capital Goods",9900000
"FPC","FAT PROPHETS GLOBAL CONTRARIAN FUND LTD","2017-03-22","Not Applic",54338866
"FPH","FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED","2001-11-21","Health Care Equipment & Services",17346930767
"FPP","FAT PROPHETS GLOBAL PROPERTY FUND","2017-10-10","Not Applic",21069959
"FRB","FIREBIRD METALS LIMITED","2021-03-18","Materials",31653500
"FRI","FINBAR GROUP LIMITED","1994-08-05","Real Estate",243550212
"FRM","FARM PRIDE FOODS LIMITED","1997-12-19","Food, Beverage & Tobacco",22899773
"FRX","FLEXIROAM LIMITED","2015-06-16","Telecommunication Services",16020705
"FSA","FSA GROUP LIMITED","2001-01-11","Diversified Financials",132285388
"FSF","FONTERRA SHAREHOLDERS' FUND","2012-11-30","Food, Beverage & Tobacco",384359305
"FSG","FIELD SOLUTIONS HOLDINGS LIMITED","2005-04-26","Telecommunication Services",91820078
"FSI","FLAGSHIP INVESTMENTS LIMITED","2000-12-20","Not Applic",61752622
"FTC","FINTECH CHAIN LIMITED","2012-11-27","Software & Services",39046175
"FTT","FACTOR THERAPEUTICS LIMITED","2004-03-19","Pharmaceuticals, Biotechnology & Life Sciences","N/A"
"FTZ","FERTOZ LIMITED","2013-09-02","Materials",41843101
"FWD","FLEETWOOD LIMITED","1987-04-15","Consumer Durables & Apparel",229844930
"FYI","FYI RESOURCES LIMITED","1994-01-20","Materials",176090374
"FZO","FAMILY ZONE CYBER SAFETY LIMITED","2016-08-29","Software & Services",237864000
"FZR","FITZROY RIVER CORPORATION LTD","1998-03-04","Energy",16193138
"G1A","GALENA MINING LIMITED","2017-09-07","Materials",114265285
"G50","GOLD 50 LIMITED",,"Materials",0
"G88","GOLDEN MILE RESOURCES LTD","2017-06-19","Materials",7000916
"GAL","GALILEO MINING LTD","2018-05-29","Materials",42930362
"GAP","GALE PACIFIC LIMITED","2000-12-14","Consumer Durables & Apparel",123926090
"GAS","STATE GAS LIMITED","2017-10-10","Energy",84785829
"GBE","GLOBE METALS & MINING LIMITED","2005-12-09","Materials",62899520
"GBR","GREAT BOULDER RESOURCES LIMITED","2016-11-18","Materials",30553309
"GBZ","GBM RESOURCES LIMITED","2007-10-24","Materials",58758235
"GC1","GLENNON SMALL COMPANIES LIMITED","2015-08-21","Not Applic",38393670
"GCI","GRYPHON CAPITAL INCOME TRUST","2018-05-25","Not Applic",420498603
"GCR","GOLDEN CROSS RESOURCES LTD","1996-03-27","Materials","N/A"
"GCY","GASCOYNE RESOURCES LIMITED","2009-12-11","Materials",77766020
"GDA","GOOD DRINKS AUSTRALIA LTD","2006-12-13","Food, Beverage & Tobacco",109922412
"GDC","GLOBAL DATA CENTRE GROUP","2019-10-31","Not Applic",120080603
"GDF","GARDA PROPERTY GROUP","2015-07-02","Real Estate",298214113
"GDG","GENERATION DEVELOPMENT GROUP LIMITED","2007-12-11","Insurance",178060195
"GDI","GDI PROPERTY GROUP","2013-12-17","Real Estate",585346863
"GED","GOLDEN DEEPS LIMITED.","1986-12-04","Materials",9310217
"GEM","G8 EDUCATION LIMITED","2007-12-05","Consumer Services",813494702
"GEN","GENMIN LIMITED","2021-03-10","Materials",80651766
"GES","GENESIS RESOURCES LIMITED","2009-10-27","Materials",10959778
"GEV","GLOBAL ENERGY VENTURES LIMITED","2005-03-21","Energy",27579212
"GFL","GLOBAL MASTERS FUND LIMITED","2006-05-16","Not Applic",24663266
"GFN","GEFEN INTERNATIONAL A.I. LTD","2021-07-21","Retailing",102992647
"GGE","GRAND GULF ENERGY LIMITED","1998-03-20","Energy",3837495
"GGG","GREENLAND MINERALS LIMITED","2006-06-20","Materials",118256806
"GGX","GAS2GRID LIMITED","2005-05-13","Energy",10222755
"GIB","GIBB RIVER DIAMONDS LIMITED","2008-07-01","Materials",12267548
"GL1","GLOBAL LITHIUM RESOURCES LIMITED","2021-05-06","Materials",35588252
"GLA","GLADIATOR RESOURCES LIMITED","2006-06-27","Materials",6137763
"GLB","GLOBE INTERNATIONAL LIMITED","2001-05-24","Consumer Durables & Apparel",233026657
"GLE","GLG CORP LTD","2005-12-14","Consumer Durables & Apparel",25935000
"GLH","GLOBAL HEALTH LIMITED","2000-04-04","Health Care Equipment & Services",23773481
"GLL","GALILEE ENERGY LIMITED","1996-02-15","Energy",156488095
"GLN","GALAN LITHIUM LIMITED","2011-06-08","Materials",237943578
"GLV","GLOBAL OIL & GAS LIMITED","2005-05-25","Energy",14509513
"GMA","GENWORTH MORTGAGE INSURANCE AUSTRALIA LIMITED","2014-05-20","Banks",903406063
"GMC","GULF MANGANESE CORPORATION LIMITED","2007-08-03","Materials","N/A"
"GMD","GENESIS MINERALS LIMITED","2007-08-02","Materials",161601676
"GME","GME RESOURCES LIMITED","1980-08-21","Materials",26172746
"GMG","GOODMAN GROUP","2005-02-02","Real Estate",41142249509
"GML","GATEWAY MINING LIMITED","1971-08-02","Materials",34265441
"GMN","GOLD MOUNTAIN LIMITED","2011-09-02","Materials",18425398
"GMR","GOLDEN RIM RESOURCES LTD","1987-08-13","Materials",22697972
"GNC","GRAINCORP LIMITED","1998-03-30","Food & Staples Retailing",1196914934
"GNE","GENESIS ENERGY LIMITED","2014-04-17","Utilities",3412469489
"GNG","GR ENGINEERING SERVICES LIMITED","2011-04-19","Materials",233281609
"GNM","GREAT NORTHERN MINERALS LIMITED","2008-03-05","Materials",13299561
"GNP","GENUSPLUS GROUP LTD","2020-12-14","Capital Goods",140030968
"GNX","GENEX POWER LIMITED","2015-07-08","Utilities",246077010
"GO2","THE GO2 PEOPLE LTD","2017-10-31","Commercial & Professional Services",15206053
"GOO","GOOROO VENTURES LIMITED","2016-10-19","Software & Services","N/A"
"GOR","GOLD ROAD RESOURCES LIMITED","2006-07-04","Materials",1167166845
"GOW","GOWING BROS LIMITED","1962-07-31","Diversified Financials",139424956
"GOZ","GROWTHPOINT PROPERTIES AUSTRALIA","2007-07-04","Real Estate",3010302344
"GPR","GEOPACIFIC RESOURCES LTD","2006-05-09","Materials",171341392
"GPS","GPS ALLIANCE HOLDINGS LIMITED","2013-07-02","Real Estate",4836306
"GPT","GPT GROUP","1971-04-01","Real Estate",9031714133
"GRL","GODOLPHIN RESOURCES LIMITED","2019-12-18","Materials",14719341
"GRR","GRANGE RESOURCES LIMITED.","1986-03-27","Materials",960591119
"GRV","GREENVALE MINING LTD","1971-07-28","Energy",143789861
"GSM","GOLDEN STATE MINING LIMITED","2018-11-08","Materials",12412254
"GSN","GREAT SOUTHERN MINING LIMITED","2011-04-14","Materials",24116082
"GSS","GENETIC SIGNATURES LIMITED","2015-03-31","Pharmaceuticals, Biotechnology & Life Sciences",197926536
"GTE","GREAT WESTERN EXPLORATION LIMITED.","2007-06-05","Materials",19067736
"GTG","GENETIC TECHNOLOGIES LIMITED","1987-07-30","Pharmaceuticals, Biotechnology & Life Sciences",83034811
"GTI","GRATIFII LIMITED","2008-07-17","Software & Services",17702328
"GTK","GENTRACK GROUP LIMITED","2014-06-25","Software & Services",188411623
"GTN","GTN LIMITED","2016-06-01","Media & Entertainment",83958826
"GTR","GTI RESOURCES LIMITED","2007-08-10","Materials",12245842
"GUD","G.U.D. HOLDINGS LIMITED","1962-06-30","Automobiles & Components",1092500145
"GUL","GULLEWA LIMITED","1980-06-19","Materials",15136967
"GVF","GLOBAL VALUE FUND LIMITED","2014-07-21","Not Applic",201542019
"GWA","GWA GROUP LIMITED.","1993-05-20","Capital Goods",729314061
"GWR","GWR GROUP LIMITED","2004-12-24","Materials",116572781
"GXY","GALAXY RESOURCES LIMITED","2007-02-06","Materials",2022678512
"HAS","HASTINGS TECHNOLOGY METALS LTD","2008-02-20","Materials",295537395
"HAV","HAVILAH RESOURCES LIMITED","2002-03-21","Materials",64318218
"HAW","HAWTHORN RESOURCES LIMITED","1986-07-03","Materials",15341718
"HCD","HYDROCARBON DYNAMICS LIMITED","2006-04-21","Energy",7044642
"HCH","HOT CHILI LIMITED","2010-05-03","Materials",115003264
"HCT","HOLISTA COLLTECH LIMITED","2004-02-26","Household & Personal Products",16245596
"HDN","HOMECO DAILY NEEDS REIT","2020-11-23","Real Estate",1092677225
"HE8","HELIOS ENERGY LTD","2010-10-20","Energy",255921120
"HFR","HIGHFIELD RESOURCES LIMITED","2012-02-07","Materials",197760103
"HFY","HUBIFY LIMITED","2017-01-12","Telecommunication Services",35385190
"HGH","HEARTLAND GROUP HOLDINGS LIMITED","2018-11-01","Banks",1122006859
"HGL","HUDSON INVESTMENT GROUP LIMITED","1994-06-09","Real Estate",14246384
"HGM","HIGH GRADE METALS LIMITED","1995-02-13","Materials","N/A"
"HGO","HILLGROVE RESOURCES LIMITED","1994-07-22","Materials",46848469
"HHI","HEALTH HOUSE INTERNATIONAL LIMITED","2011-07-28","Health Care Equipment & Services",22242447
"HHM","HAMPTON HILL MINING NL","1994-05-10","Materials","N/A"
"HHR","HARTSHEAD RESOURCES NL","2012-02-14","Energy",27746582
"HHY","HHY FUND","2005-04-11","Not Applic","N/A"
"HIL","HILLS LIMITED","1962-06-30","Technology Hardware & Equipment",33637901
"HIQ","HITIQ LIMITED","2021-06-16","Health Care Equipment & Services",25159613
"HIT","HITECH GROUP AUSTRALIA LIMITED","2000-04-17","Commercial & Professional Services",87750000
"HLA","HEALTHIA LIMITED","2018-09-11","Health Care Equipment & Services",175900594
"HLO","HELLOWORLD TRAVEL LIMITED","2000-09-13","Consumer Services",252695387
"HLS","HEALIUS LIMITED","1998-07-03","Health Care Equipment & Services",2972331555
"HLX","HELIX RESOURCES LIMITED","1986-05-22","Materials",27654460
"HM1","HEARTS AND MINDS INVESTMENTS LIMITED","2018-11-14","Not Applic",976466094
"HMC","HOME CONSORTIUM","2019-10-14","Real Estate",1592765844
"HMD","HERAMED LIMITED","2018-12-12","Health Care Equipment & Services",38981509
"HMI","HIREMII LIMITED","2021-05-11","Commercial & Professional Services",6098444
"HMX","HAMMER METALS LIMITED","2003-02-25","Materials",69147043
"HMY","HARMONEY CORP LIMITED","2020-11-19","Diversified Financials",222007993
"HNG","HGL LIMITED","1971-08-24","Capital Goods",44726947
"HNR","HANNANS LTD","2003-12-05","Materials",14159863
"HOR","HORSESHOE METALS LIMITED","2010-07-29","Materials","N/A"
"HPG","HIPAGES GROUP HOLDINGS LTD","2020-11-12","Media & Entertainment",435602852
"HPI","HOTEL PROPERTY INVESTMENTS","2013-12-10","Real Estate",553327887
"HPP","HEALTH AND PLANT PROTEIN GROUP LIMITED","1989-12-14","Food, Beverage & Tobacco",30705185
"HPR","HIGH PEAK ROYALTIES LIMITED","2007-03-30","Energy",10014689
"HRL","HRL HOLDINGS LTD","2007-11-14","Commercial & Professional Services",54315496
"HRN","HORIZON GOLD LIMITED","2016-12-21","Materials",42676806
"HRR","HERON RESOURCES LIMITED","1996-08-07","Materials","N/A"
"HRZ","HORIZON MINERALS LIMITED","1992-02-06","Materials",68157024
"HSC","HSC TECHNOLOGY GROUP LTD","2006-06-02","Software & Services",35383308
"HSN","HANSEN TECHNOLOGIES LIMITED","2000-06-01","Software & Services",1237043886
"HT1","HT&E LIMITED","1992-05-07","Media & Entertainment",451971315
"HT8","HARRIS TECHNOLOGY GROUP LIMITED","1999-06-24","Retailing",35735458
"HTA","HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED","1999-08-17","Telecommunication Services",1492975943
"HTG","HARVEST TECHNOLOGY GROUP LTD","2016-05-12","Technology Hardware & Equipment",174889043
"HUB","HUB24 LIMITED","2007-07-05","Diversified Financials",1668696231
"HUM","HUMM GROUP LIMITED","2006-12-12","Diversified Financials",502697343
"HUO","HUON AQUACULTURE GROUP LIMITED","2014-10-23","Food, Beverage & Tobacco",320829040
"HVM","HAPPY VALLEY NUTRITION LIMITED","2020-01-23","Food, Beverage & Tobacco",34004727
"HVN","HARVEY NORMAN HOLDINGS LIMITED","1987-09-03","Retailing",6790736264
"HWH","HOUSTON WE HAVE LIMITED","2010-12-17","Software & Services",44356387
"HWK","HAWKSTONE MINING LIMITED","1971-07-08","Materials",47812136
"HXG","HEXAGON ENERGY MATERIALS LIMITED","2008-10-30","Materials",32559009
"HXL","HEXIMA LIMITED.","2020-12-01","Pharmaceuticals, Biotechnology & Life Sciences",26825833
"HYD","HYDRIX LIMITED","2001-05-11","Technology Hardware & Equipment",29306795
"HYM","HYPERION METALS LIMITED","2018-04-16","Materials",103335690
"HZN","HORIZON OIL LIMITED","1981-06-30","Energy",173683726
"HZR","HAZER GROUP LIMITED","2015-12-02","Materials",122081234
"IAG","INSURANCE AUSTRALIA GROUP LIMITED","2000-08-08","Insurance",11955735999
"IAP","IRONGATE GROUP","2019-05-28","Real Estate",935701949
"IBC","IRONBARK CAPITAL LIMITED","1987-04-02","Not Applic",62199105
"IBG","IRONBARK ZINC LTD","2006-08-16","Materials",24055834
"IBX","IMAGION BIOSYSTEMS LIMITED","2017-06-22","Health Care Equipment & Services",89669184
"ICE","ICETANA LIMITED","2019-12-23","Software & Services",13155849
"ICG","INCA MINERALS LIMITED","2008-06-19","Materials",44653735
"ICI","ICANDY INTERACTIVE LIMITED","2016-02-04","Media & Entertainment",39209169
"ICL","ICENI GOLD LIMITED","2021-04-14","Materials",32929286
"ICN","ICON ENERGY LIMITED","1997-09-22","Energy",8964104
"ICQ","ICAR ASIA LIMITED","2012-09-11","Media & Entertainment",201098323
"ICR","INTELICARE HOLDINGS LIMITED","2020-05-25","Health Care Equipment & Services",14479355
"ICS","ICSGLOBAL LIMITED","1999-12-23","Health Care Equipment & Services","N/A"
"ICT","ICOLLEGE LIMITED","2009-08-24","Consumer Services",63972111
"ID8","IDENTITII LIMITED","2018-10-17","Software & Services",13382757
"IDA","INDIANA RESOURCES LIMITED","1986-07-17","Materials",22308744
"IDT","IDT AUSTRALIA LIMITED","1991-02-18","Pharmaceuticals, Biotechnology & Life Sciences",83951060
"IDX","INTEGRAL DIAGNOSTICS LIMITED","2015-10-21","Health Care Equipment & Services",1092457839
"IDZ","INDOOR SKYDIVE AUSTRALIA GROUP LIMITED","2013-01-18","Consumer Services",6060602
"IEC","INTRA ENERGY CORPORATION LIMITED","2007-07-04","Energy",3181792
"IEL","IDP EDUCATION LIMITED","2015-11-26","Consumer Services",8171951155
"IEQ","INTERNATIONAL EQUITIES CORPORATION LIMITED.","1993-03-11","Real Estate",4487825
"IFL","IOOF HOLDINGS LIMITED","2003-12-05","Diversified Financials",2746642026
"IFM","INFOMEDIA LTD","2000-08-16","Software & Services",559885888
"IFT","INFRATIL LIMITED.","2010-08-30","Utilities",5155900481
"IGE","INTEGRATED GREEN ENERGY SOLUTIONS LTD","1989-11-23","Commercial & Professional Services","N/A"
"IGL","IVE GROUP LIMITED","2015-12-16","Media & Entertainment",213657976
"IGN","IGNITE LIMITED","1997-01-16","Commercial & Professional Services",5195766
"IGO","IGO LIMITED","2002-01-17","Materials",6345904273
"IHL","INCANNEX HEALTHCARE LIMITED","2007-05-23","Pharmaceuticals, Biotechnology & Life Sciences",293724946
"IHR","INTELLIHR LIMITED","2018-01-23","Software & Services",60351364
"IKE","IKEGPS GROUP LIMITED","2016-11-21","Technology Hardware & Equipment",138821544
"IKW","IKWEZI MINING LIMITED","2011-07-19","Energy",8129995
"ILA","ISLAND PHARMACEUTICALS LIMITED","2021-04-13","Pharmaceuticals, Biotechnology & Life Sciences",23885698
"ILU","ILUKA RESOURCES LIMITED","1962-06-30","Materials",3678804466
"IMA","IMAGE RESOURCES NL","2002-07-04","Materials",189494881
"IMC","IMMURON LIMITED","1999-04-30","Pharmaceuticals, Biotechnology & Life Sciences","N/A"
"IMD","IMDEX LIMITED","1987-09-24","Materials",852372660
"IME","IMEXHS LIMITED","2005-12-14","Health Care Equipment & Services",48719747
"IMM","IMMUTEP LIMITED","1988-06-23","Pharmaceuticals, Biotechnology & Life Sciences",374076468
"IMR","IMRICOR MEDICAL SYSTEMS, INC.","2019-08-30","Health Care Equipment & Services",251402340
"IMS","IMPELUS LIMITED","2000-05-11","Media & Entertainment","N/A"
"IMU","IMUGENE LIMITED","1993-11-24","Pharmaceuticals, Biotechnology & Life Sciences",1696796101
"INA","INGENIA COMMUNITIES GROUP","2004-07-01","Real Estate",1898407575
"IND","INDUSTRIAL MINERALS LTD","2021-07-13","Materials",18599750
"INF","INFINITY LITHIUM CORPORATION LIMITED","2011-04-15","Materials",44319501
"ING","INGHAMS GROUP LIMITED","2016-11-07","Food, Beverage & Tobacco",1442116852
"INP","INCENTIAPAY LIMITED","2014-09-09","Retailing",27173225
"INR","IONEER LTD","2007-12-19","Materials",714073838
"INV","INVESTSMART GROUP LIMITED","2005-04-21","Diversified Financials",27679107
"IOD","IODM LIMITED","2003-11-18","Software & Services",145646197
"IOU","IOUPAY LIMITED","2000-10-12","Media & Entertainment",132338896
"IP1","INTEGRATED PAYMENT TECHNOLOGIES LIMITED","2016-12-19","Software & Services",31809543
"IPB","IPB PETROLEUM LIMITED","2013-04-30","Energy",6310807
"IPC","IMPERIAL PACIFIC LIMITED","1971-07-28","Diversified Financials",5927369
"IPD","IMPEDIMED LIMITED","2007-10-24","Health Care Equipment & Services",149399650
"IPH","IPH LIMITED","2014-11-19","Commercial & Professional Services",1722426657
"IPL","INCITEC PIVOT LIMITED","2003-07-28","Materials",4952673824
"IPT","IMPACT MINERALS LIMITED","2006-11-29","Materials",28333129
"IQ3","IQ3CORP LIMITED","2015-05-18","Diversified Financials",15651150
"IRD","IRON ROAD LIMITED","2008-06-12","Materials",205992613
"IRE","IRESS LIMITED","2000-11-03","Software & Services",2434515516
"IRI","INTEGRATED RESEARCH LIMITED","2000-12-13","Software & Services",347873801
"IS3","I SYNERGY GROUP LIMITED","2017-03-30","Software & Services",8450457
"ISD","ISENTIA GROUP LIMITED","2014-06-05","Software & Services",34512142
"ISU","ISELECT LIMITED.","2013-06-24","Consumer Services",115802388
"ISX","ISIGNTHIS LTD","1998-12-07","Software & Services","N/A"
"ITG","INTEGA GROUP LIMITED","2019-10-22","Capital Goods",221708344
"IVC","INVOCARE LIMITED","2003-12-04","Consumer Services",1586108670
"IVO","INVIGOR GROUP LIMITED","1999-12-03","Media & Entertainment","N/A"
"IVR","INVESTIGATOR RESOURCES LTD","2007-04-03","Materials",87380476
"IVT","INVENTIS LIMITED","1999-04-14","Commercial & Professional Services",9272813
"IVX","INVION LIMITED","2010-02-15","Pharmaceuticals, Biotechnology & Life Sciences",77553592
"IVZ","INVICTUS ENERGY LTD","2012-01-19","Energy",81910834
"IXC","INVEX THERAPEUTICS LTD","2019-07-05","Pharmaceuticals, Biotechnology & Life Sciences",44716540
"IXR","IONIC RARE EARTHS LIMITED","1999-12-10","Materials",93884586
"IXU","IXUP LIMITED","2017-11-15","Software & Services",112639334
"JAL","JAMESON RESOURCES LIMITED","2007-12-18","Materials",34883167
"JAN","JANISON EDUCATION GROUP LIMITED","2000-09-12","Software & Services",193063513
"JAT","JATCORP LIMITED","2008-01-30","Retailing",38225026
"JAY","JAYRIDE GROUP LIMITED","2018-01-29","Retailing",30566773
"JBH","JB HI-FI LIMITED","2003-10-23","Retailing",5686726914
"JCS","JCURVE SOLUTIONS LTD","2000-12-08","Software & Services",17730546
"JDR","JADAR RESOURCES LIMITED","1994-12-07","Materials",15669150
"JHC","JAPARA HEALTHCARE LIMITED","2014-04-17","Health Care Equipment & Services",323369267
"JHG","JANUS HENDERSON GROUP PLC","2008-10-27","Diversified Financials",10883204724
"JHX","JAMES HARDIE INDUSTRIES PLC","2001-10-15","Materials",20722907201
"JIN","JUMBO INTERACTIVE LIMITED","1972-06-14","Consumer Services",1007922938
"JLG","JOHNS LYNG GROUP LIMITED","2017-10-26","Capital Goods",1166883962
"JMS","JUPITER MINES LIMITED.","2018-04-18","Materials",577902355
"JNO","JUNO MINERALS LIMITED","2021-05-14","Materials",31385340
"JPR","JUPITER ENERGY LIMITED","2003-11-12","Energy",6441863
"JRL","JINDALEE RESOURCES LIMITED","2002-07-11","Materials",130305677
"JRV","JERVOIS MINING LIMITED","1980-12-01","Materials","N/A"
"JTL","JAYEX TECHNOLOGY LIMITED","2015-12-17","Health Care Equipment & Services",6172706
"JXT","JAXSTA LTD","2010-09-21","Software & Services",19258268
"JYC","JOYCE CORPORATION LTD","1986-12-17","Retailing",73542711
"K2F","K2FLY LIMITED","2008-02-19","Software & Services",40029630
"KAI","KAIROS MINERALS LIMITED","1973-05-30","Materials",48618830
"KAM","K2 ASSET MANAGEMENT HOLDINGS LTD","2007-11-29","Diversified Financials",19286816
"KAR","KAROON ENERGY LTD","2004-06-08","Energy",690210575
"KAT","KATANA CAPITAL LIMITED","2005-12-23","Not Applic",37054224
"KAU","KAISER REEF LIMITED","2020-02-28","Materials",28724719
"KBC","KEYBRIDGE CAPITAL LIMITED","1999-12-23","Diversified Financials",14205587
"KCC","KINCORA COPPER LIMITED","2021-03-30","Materials",28367326
"KCN","KINGSGATE CONSOLIDATED LIMITED.","1988-04-21","Materials",186636401
"KED","KEYPATH EDUCATION INTERNATIONAL INC.","2021-06-02","Consumer Services",678807322
"KEY","KEY PETROLEUM LIMITED","2007-04-26","Energy",6887748
"KFE","KOGI IRON LIMITED","1987-01-16","Materials",12274693
"KFM","KINGFISHER MINING LTD","2020-12-11","Materials",8661250
"KGD","KULA GOLD LIMITED","2010-11-16","Materials",9496308
"KGL","KGL RESOURCES LIMITED","2005-03-17","Materials",225581132
"KGM","KALNORTH GOLD MINES LIMITED","2005-01-20","Materials","N/A"
"KGN","KOGAN.COM LTD","2016-07-07","Retailing",1231851668
"KIN","KIN MINING NL","2013-10-02","Materials",111886928
"KIS","KING ISLAND SCHEELITE LIMITED","1967-09-21","Materials",88642035
"KKC","KKR CREDIT INCOME FUND","2019-11-21","Not Applic",825100000
"KKL","KOLLAKORN CORPORATION LIMITED","1993-02-11","Technology Hardware & Equipment","N/A"
"KKO","KINETIKO ENERGY LTD","2011-07-21","Energy",60431769
"KLA","KIRKLAND LAKE GOLD LTD","2017-11-30","Materials",11536180806
"KLL","KALIUM LAKES LIMITED","2016-12-22","Materials",188811304
